Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 1771014610221000294,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771014610221000294,"3 000 000,00 ₽",ГЕНЕРАЛЬНАЯ ПРОКУРАТУРА РОССИЙСКОЙ ФЕДЕРАЦИИ,,7710146102,08.11.21,20.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСТ-ВЕСТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСТ-ВЕСТ"")",7706222752,"105094, Г. МОСКВА 77, УЛ. ЗОЛОТАЯ, Д. 11, СТР. 2, ЭТАЖ 2 ПОМЕЩ. 221",7-495-5102582,ostwest@ostwest.ru,
№ 2773506919221000562,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000562,"556 449,87 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. М.П. КОНЧАЛОВСКОГО ДЗМ""",7735069192,09.11.21,31.03.22,БЕРЕЗКИН ЯРОСЛАВ ВЯЧЕСЛАВОВИЧИндивидуальный предприниматель,245726516275,"ОБЛ МОСКОВСКАЯ 50, Г КРАСНОГОРСК",+7 (800) 444-01-03,info@doctive.me,
№ 2773126707321000029,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773126707321000029,"889 997,09 ₽",УПРАВА РАЙОНА КУНЦЕВО ГОРОДА МОСКВЫ,,7731267073,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОММУНАЛЬНЫЙ СЕРВИС"" (ООО ""КОММУНАЛЬНЫЙ СЕРВИС"")",9717015783,"129626, Г МОСКВА 77, ПР-КТ МИРА, ДОМ 102, СТРОЕНИЕ 26, ЭТАЖ 2 КОМ 26 (РМ1)",+7 (495) 235-05-20,office@yk-komservice.ru,
№ 2772002326921000230,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772002326921000230,"633 874,64 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ЦЕНТР ЛЕКАРСТВЕННОГО ОБЕСПЕЧЕНИЯ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ЦЛО ДЗМ""",7720023269,10.01.22,30.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФЕССИОНАЛ"" (ООО ""ПРОФЕССИОНАЛ"")",5036137826,"142105, ОБЛ МОСКОВСКАЯ 50, Г ПОДОЛЬСК, УЛ БОЛЬШАЯ СЕРПУХОВСКАЯ, ДОМ 57, ЗДАНИЕ СКАД, КАБИНЕТ 2",+7 (499) 270-65-04,professional.17@mail.ru,
№ 2771433860921008423,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771433860921008423,"625 658,88 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГКУ АЗ (КС) ДЗМ,7714338609,08.11.21,30.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")",274110679,"141701, ОБЛ МОСКОВСКАЯ 50, Г ДОЛГОПРУДНЫЙ, ПРОЕЗД ЛИХАЧЕВСКИЙ, 5, ""Б""",+7 (495) 970-90-30,ookiryushina@pharmstd.ru,
№ 3500110667221000146,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500110667221000146,"5 692 476,52 ₽",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА БАЛАШИХА,АДМИНИСТРАЦИЯ ГО БАЛАШИХА,5001106672,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГСТРОЙ"" (ООО ""ТОРГСТРОЙ"")",5044077842,"141506, ОБЛ МОСКОВСКАЯ 50, Г СОЛНЕЧНОГОРСК, УЛ ДЗЕРЖИНСКОГО, ДОМ 18",7-968-4777744,torgstroy2011@bk.ru,
№ 2500702340821000754,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2500702340821000754,"582 722,50 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР ПАЛЛИАТИВНОЙ ПОМОЩИ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ЦЕНТР ПАЛЛИАТИВНОЙ ПОМОЩИ ДЗМ""",5007023408,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОГРУПП-МЕД"" (ООО ""ЕВРОГРУПП-МЕД"")",7736611354,"460044, ОБЛ ОРЕНБУРГСКАЯ 56, Г ОРЕНБУРГ, ПР-КТ ДЗЕРЖИНСКОГО, 9",+7 (495) 232-01-79,info@evgmed.ru,
№ 2772230759421000059,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772230759421000059,"1 268 861,16 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 104 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДГП № 104 ДЗМ""",7722307594,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (499) 550-03-33,zhigovskaya_eg@mosenergosbyt.ru,
№ 2772230759421000058,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772230759421000058,"574 384,20 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 104 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДГП № 104 ДЗМ""",7722307594,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (499) 550-03-33,zhigovskaya_eg@mosenergosbyt.ru,
№ 2770203815021001037,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770203815021001037,"755 600,00 ₽","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ОРДЕНА ЛЕНИНА И ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ МЕТРОПОЛИТЕН ИМЕНИ В.И.ЛЕНИНА""","ГУП ""МОСКОВСКИЙ МЕТРОПОЛИТЕН""",7702038150,09.11.21,31.03.22,ЛЕГЕНИН ЕВГЕНИЙ ИГОРЕВИЧИндивидуальный предприниматель,301302888304,"ОБЛ АСТРАХАНСКАЯ 30, Г ЗНАМЕНСК",+7 (995) 089-09-99,legenin@satcon.ru,
№ 2770203632121000678,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770203632121000678,"8 729 780,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ СКОРОЙ ПОМОЩИ ИМ. Н.В. СКЛИФОСОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""НИИ СП ИМ. Н.В. СКЛИФОСОВСКОГО ДЗМ""",7702036321,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГУДСТЕНДЕР"" (ООО ""ГУДСТЕНДЕР"")",7743104725,"115569, Г МОСКВА 77, УЛ МАРШАЛА ЗАХАРОВА, ДОМ 27, ЭТАЖ ЦОКОЛЬН ПОМ I КОМ 6",+7 (495) 940-73-97,director@goodstender.ru,
№ 2770203632121000677,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770203632121000677,"2 494 280,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ СКОРОЙ ПОМОЩИ ИМ. Н.В. СКЛИФОСОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""НИИ СП ИМ. Н.В. СКЛИФОСОВСКОГО ДЗМ""",7702036321,10.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИФАРМ"" (ООО ""РИФАРМ"")",7715446237,"105118, Г МОСКВА 77, УЛ БУРАКОВА, ДОМ 27, КОРПУС 6, ЭТАЖ 5, ПОМ. XLI, КОМ. 21",+7 (495) 755-59-35,info@ripharm.ru,
№ 2770203632121000676,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770203632121000676,"8 117 135,50 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ СКОРОЙ ПОМОЩИ ИМ. Н.В. СКЛИФОСОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""НИИ СП ИМ. Н.В. СКЛИФОСОВСКОГО ДЗМ""",7702036321,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРДИОМЕД"" (ООО ""КАРДИОМЕД"")",7725570829,"119334, Г МОСКВА 77, ПРОЕЗД 5-Й ДОНСКОЙ, ДОМ 15, ПОМЕЩЕНИЕ IV , КОМ. 26, ЭТАЖ 4",+7 (495) 955-52-57,info@cardiomed.su,
№ 2772106287021000315,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772106287021000315,"2 694 433,15 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН № 2 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГВВ № 2 ДЗМ""",7721062870,10.11.21,31.12.21,КИРШИНА МАРИНА МИХАЙЛОВНАИндивидуальный предприниматель,20701291463,"ОБЛ ТЮМЕНСКАЯ 72, Г ТЮМЕНЬ",+7 (345) 228-31-08,0919ip@gmail.com,
№ 2772124451021000095,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772124451021000095,"1 288 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 23 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГП № 23 ДЗМ""",7721244510,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (495) 981-98-19,info@mosenergosbyt.ru,
№ 2500901432821000056,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2500901432821000056,"1 358 256,06 ₽",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ № 32 ИМ. О. В. КЕРБИКОВА ДЕПАРТАМЕНТА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ,ГБУ ПНИ № 32 ИМ. О. В. КЕРБИКОВА,5009014328,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКА-ПРОЦЕССИНГ"" (ООО ""ЕКА-ПРОЦЕССИНГ"")",7704211353,"115114, Г МОСКВА 77, НАБ ПАВЕЛЕЦКАЯ, ДОМ 2, СТРОЕНИЕ 3 ОФИС 202",+7 (800) 250-83-83,trusovaon@eka.ru,
№ 3500900589121000272,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500900589121000272,"1 084 304,66 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ДОМОДЕДОВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ДЦГБ""",5009005891,09.11.21,31.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛМЕД"" (ООО ""ИНТЕЛМЕД"")",7708680927,"115114, Г МОСКВА 77, НАБ ПАВЕЛЕЦКАЯ, ДОМ 2, СТРОЕНИЕ 1, ЭТ 1 ПОМ 110 ОФ В",7499-213-01-91,myhalechko@mail.ru,
№ 3503404320221000320,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503404320221000320,"836 145,75 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ОРЕХОВО-ЗУЕВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ОРЕХОВО-ЗУЕВСКАЯ ЦГБ""",5034043202,08.11.21,31.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАСТНАЯ ОХРАННАЯ ОРГАНИЗАЦИЯ ""МОСКОВСКИЙ ДОМ: ОХРАНА-СЕРВИС"" (ООО ""ЧОО ""МОСКОВСКИЙ ДОМ: ОХРАНА-СЕРВИС"")",5034005870,"142613, ОБЛ МОСКОВСКАЯ 50, Г ОРЕХОВО-ЗУЕВО, УЛ НАБЕРЕЖНАЯ, ДОМ 6, ОФИС 1",7903-204-48-81,м,
№ 2500100753721000271,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2500100753721000271,"5 682 473,98 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""","ГБУЗ МО ""МООД""",5001007537,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНПРОДУКТ"" (ООО ""РЕГИОНПРОДУКТ"")",5048031863,"117218, Г МОСКВА 77, УЛ КРЖИЖАНОВСКОГО, ДОМ 15, КОРПУС 5, ЭТАЖ 4 ПОМЕЩЕНИЕ 406",7-495-6416774,RegProduct@bk.ru,
№ 2774391173621000099,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2774391173621000099,"3 894 304,38 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ЗАПАДНОЕ ДЕГУНИНО""","ГБУ ""ЖИЛИЩНИК РАЙОНА ЗАПАДНОЕ ДЕГУНИНО""",7743911736,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДРИЯ"" (ООО ""АДРИЯ"")",7715923546,"109386, Г. МОСКВА 77, УЛ. ТАГАНРОГСКАЯ, Д. 11, К. 3, ПОДВ. ПОМ II ОФИС 6",+7 (915) 276-07-64,adriya01@bk.ru,
№ 2500100753721000270,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2500100753721000270,"9 948 654,80 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""","ГБУЗ МО ""МООД""",5001007537,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНПРОДУКТ"" (ООО ""РЕГИОНПРОДУКТ"")",5048031863,"117218, Г МОСКВА 77, УЛ КРЖИЖАНОВСКОГО, ДОМ 15, КОРПУС 5, ЭТАЖ 4 ПОМЕЩЕНИЕ 406",7-495-6416774,RegProduct@bk.ru,
№ 2772002326921000229,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772002326921000229,"7 265 110,50 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ЦЕНТР ЛЕКАРСТВЕННОГО ОБЕСПЕЧЕНИЯ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ЦЛО ДЗМ""",7720023269,10.01.22,30.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТИКРОЛЛ"" (ООО ""СТИКРОЛЛ"")",7204204750,"625047, ОБЛ ТЮМЕНСКАЯ 72, Г ТЮМЕНЬ, ТРАКТ 5 КМ СТАРЫЙ ТОБОЛЬСКИЙ, СТРОЕНИЕ 1А, ОФИС 45",+7 (345) 279-57-78,stik.roll@list.ru,
№ 2772308492921000617,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308492921000617,"530 750,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 13 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 13 ДЗМ""",7723084929,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСТРАМЕД"" (ООО ""АСТРАМЕД"")",5043065604,"107078, Г. МОСКВА 77, ПЕР. ОРЛИКОВ, Д. 5, СТР. 1А, ЭТАЖ 1 КАБИНЕТ 132",+7 (499) 322-06-94,info@astramed.su,
№ 2772308492921000614,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308492921000614,"999 805,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 13 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 13 ДЗМ""",7723084929,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМПОСТАВКА"" (ООО ""ФАРМПОСТАВКА"")",7723378990,"115088, Г МОСКВА 77, УЛ УГРЕШСКАЯ, ДОМ 14, СТРОЕНИЕ 2, ОФИС 214",+7 (495) 785-51-38,farmpostavka@yandex.ru,
№ 2771601525821000053,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771601525821000053,"24 127 249,30 ₽",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ № 23 ДЕПАРТАМЕНТА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ,ГБУ ПНИ № 23,7716015258,09.11.21,31.12.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"" (ООО ""ЧОП ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"")",7722593458,"109542, Г МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, ДОМ 86/1, СТРОЕНИЕ 1, ЭТ 5 КАБ 5",+7 (495) 777-13-24,lastochkin.rn@bayard-security.ru,
№ 2772330580021000023,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772330580021000023,"633 750,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1524""",ГБОУ ШКОЛА № 1524,7723305800,15.11.21,30.06.22,Гусев Андрей,772338483517,"Россия, 109429, г. Москва, Капотня 4-й кв-л, дом 6, квартира 239",+7 (977) 786-71-81,mosclubkarate@mail.ru,
№ 2771913872321000804,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771913872321000804,"3 003 400,26 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ИНФЕКЦИОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 2 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГБУЗ ИКБ № 2 ДЗМ,7719138723,09.11.21,31.12.21,КУЗНЕЦОВ АНТОН ДМИТРИЕВИЧИндивидуальный предприниматель,772786434352,Г МОСКВА 77,+7 (926) 399-37-69,info20-21@list.ru,
№ 3503008526521000040,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503008526521000040,"6 407 800,00 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАРО-ФОМИНСКОГО ГОРОДСКОГО ОКРУГА ""БЛАГОУСТРОЙСТВО И ДОРОЖНОЕ ХОЗЯЙСТВО""","МБУ ""БЛАГОУСТРОЙСТВО И ДОРОЖНОЕ ХОЗЯЙСТВО""",5030085265,08.11.21,16.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""КОММУНАЛ-АВТО"" (ООО ""КОМПАНИЯ ""КОММУНАЛ-АВТО"")",5001090133,"143909, ОБЛ МОСКОВСКАЯ 50, Г БАЛАШИХА, УЛ СОВЕТСКАЯ, 35, КОМНАТА 304",(495)6693977,info@kommunal-auto.ru,
№ 3503008526521000039,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503008526521000039,"7 469 654,44 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАРО-ФОМИНСКОГО ГОРОДСКОГО ОКРУГА ""БЛАГОУСТРОЙСТВО И ДОРОЖНОЕ ХОЗЯЙСТВО""","МБУ ""БЛАГОУСТРОЙСТВО И ДОРОЖНОЕ ХОЗЯЙСТВО""",5030085265,08.11.21,02.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАСПЕЦМАШ-НН"" (ООО ""ВОЛГАСПЕЦМАШ-НН"")",5256131643,"603069, ОБЛ НИЖЕГОРОДСКАЯ 52, Г НИЖНИЙ НОВГОРОД, УЛ ОРЕХОВСКАЯ, 80",7-831-269-27-71,vsm.konkova@yandex.ru,
№ 2771913872321000803,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771913872321000803,"838 976,52 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ИНФЕКЦИОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 2 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГБУЗ ИКБ № 2 ДЗМ,7719138723,09.11.21,31.12.21,АЙВАЗЯН КАРЕН ЗАВЕНОВИЧИндивидуальный предприниматель,332900074800,"ОБЛ ВЛАДИМИРСКАЯ 33, Г ВЛАДИМИР",+7 (903) 648-18-00,dog-ak@mail.ru,
