Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 1471400427021000905,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1471400427021000905,"516 362,76 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР""","ФГУП ""ФЭО""",4714004270,08.11.21,11.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НТЦ АМПЛИТУДА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НТЦ АМПЛИТУДА"")",7735092057,"124460, Г МОСКВА 77, Г ЗЕЛЕНОГРАД, ПР-КТ ГЕНЕРАЛА АЛЕКСЕЕВА, ДОМ 15",7-495-7771359-172,info@amplituda.ru,
№ 2770912942321000462,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000462,"1 186 394,60 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. И.В. ДАВЫДОВСКОГО ДЗМ""",7709129423,09.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЛЮС-ЗДОРОВЬЕ"" (ООО ""САЛЮС-ЗДОРОВЬЕ"")",6722035243,"215010, ОБЛ СМОЛЕНСКАЯ 67, Г ГАГАРИН, ПЕР ПИОНЕРСКИЙ, ДОМ 12, КВАРТИРА 38",+7 (925) 320-99-97,ooosalus-zdorovie@mail.ru,
№ 3502903736221000250,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502903736221000250,"530 970,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МЫТИЩИНСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""МГКБ""",5029037362,08.11.21,31.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРЕГАТ"" (ООО ""ФРЕГАТ"")",6234162791,"390000, ОБЛ РЯЗАНСКАЯ 62, Г РЯЗАНЬ, УЛ ПРАВО-ЛЫБЕДСКАЯ, ДОМ 40, Н9, ЭТАЖ 3 ПОМЕЩЕНИЕ 1",7-491-2248116,Fregat.2018@yandex.ru,
№ 2773204454521000320,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773204454521000320,"550 896,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 17 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 17 ДЗМ""",7732044545,15.11.21,15.07.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""НЕВАИМПЛАНТ"" (ООО""НЕВАИМПЛАНТ"")",7814348142,"197342, Г САНКТ-ПЕТЕРБУРГ 78, УЛ ЛИСИЧАНСКАЯ, ДОМ 6, ЛИТЕР  А, ПОМЕЩЕНИЕ  451",+7 (812) 318-73-90,2006neva@mail.ru,
№ 2773204454521000319,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773204454521000319,"636 391,10 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 17 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 17 ДЗМ""",7732044545,15.11.21,15.07.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""НЕВАИМПЛАНТ"" (ООО""НЕВАИМПЛАНТ"")",7814348142,"197342, Г САНКТ-ПЕТЕРБУРГ 78, УЛ ЛИСИЧАНСКАЯ, ДОМ 6, ЛИТЕР  А, ПОМЕЩЕНИЕ  451",+7 (812) 318-73-90,2006neva@mail.ru,
№ 2773204454521000318,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773204454521000318,"1 056 126,28 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 17 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 17 ДЗМ""",7732044545,10.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВС АКТИВМЕД"" (ООО ""ТВС АКТИВМЕД"")",7751136022,"108811, Г МОСКВА 77, КМ КИЕВСКОЕ ШОССЕ 22-Й (П МОСКОВСКИЙ), ДОМОВЛАДЕН 4, СТР 1, ОФ 408Б/8",+7 (798) 580-35-60,tvc.aktivmed@gmail.com,
№ 2771017002421000020,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771017002421000020,"3 310 000,00 ₽",МОСКОВСКАЯ ОБЛАСТНАЯ ДУМА,МОД,7710170024,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ АВТОМАТИЗАЦИИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ АВТОМАТИЗАЦИИ"")",7727316747,"117628, Г МОСКВА, УЛ СТАРОБИТЦЕВСКАЯ, ДОМ 15, КОРПУС 1, ПОМЕЩЕНИЕ II КОМНАТА 1",7-495-9099870,VSVorobev@1cbit.ru,
№ 1773253799921000585,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1773253799921000585,"1 153 282,56 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СПЕЦИАЛЬНЫЙ ЛЕТНЫЙ ОТРЯД ""РОССИЯ"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""СЛО ""РОССИЯ""",7732537999,08.11.21,30.06.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЭРОТЕХНИКСЕРВИС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЭРОТЕХНИКСЕРВИС"")",7733824330,"125362, Г МОСКВА 77, УЛ СВОБОДЫ, ДОМ 35, КОРПУС 12Б, ПОДЪЕЗД 4",7-495-7713947,info@aerotechnikservice.com,
№ 2772802510921000168,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772802510921000168,"9 989 760,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДКЦ № 1 ДЗМ""",7728025109,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Л-СФЕРА"" (ООО ""Л-СФЕРА"")",7329014698,"432072, ОБЛ. УЛЬЯНОВСКАЯ 73, Г. Ульяновск, ПР-Д ИНЖЕНЕРНЫЙ 44-Й, Д. 9, ПОМЕЩ. 69",+7 (927) 816-89-69,v.matveev@l-sfera.com,
№ 3502206238421000065,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502206238421000065,"6 508 607,28 ₽",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА КОЛОМНА МОСКОВСКОЙ ОБЛАСТИ,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА КОЛОМНА,5022062384,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАЙФИНТЕРАКТИВ"" (ООО ""ЛАЙФИНТЕРАКТИВ"")",7718885881,"115409, Г. МОСКВА 77, Ш. КАШИРСКОЕ, Д. 49, ЭТАЖ 2 ПОМЕЩ. XII КОМ. 7",7-499-1111111,111@mail.ru,
№ 2772509373521000181,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772509373521000181,"1 241 506,24 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ КЛИНИЧЕСКИЙ ИНСТИТУТ ДЕТСТВА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ""","ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""НИКИ ДЕТСТВА МИНЗДРАВА МОСКОВСКОЙ ОБЛАСТИ""",7725093735,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИКС-ФАРМ"" (ООО ""ИКС-ФАРМ"")",7734435625,"123154, Г МОСКВА 77, Б-Р ГЕНЕРАЛА КАРБЫШЕВА, ДОМ 8, СТРОЕНИЕ 3, КОМНАТА 22",7-499-4605663,mail@x-pharm.ru,
№ 3507300907521000018,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3507300907521000018,"813 232,62 ₽",МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 52 Г. ДРЕЗНА,МДОУ Д/С № 52 Г. ДРЕЗНА,5073009075,10.01.22,31.12.22,ХАХАЛИНА ИРИНА ЮРЬЕВНАИндивидуальный предприниматель,503400577754,"ОБЛ МОСКОВСКАЯ 50, Г ОРЕХОВО-ЗУЕВО",7-916-4789160,panama_1971@bk.ru,
№ 1772800895321000694,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772800895321000694,"1 394 098,83 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ДЕТСКОЙ ГЕМАТОЛОГИИ, ОНКОЛОГИИ И ИММУНОЛОГИИ ИМЕНИ ДМИТРИЯ РОГАЧЕВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НМИЦ ДГОИ ИМ. ДМИТРИЯ РОГАЧЕВА"" МИНЗДРАВА РОССИИ",7728008953,01.01.22,12.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИСФАРМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИСФАРМ"")",5036171778,"142100, ОБЛ МОСКОВСКАЯ 50, Г ПОДОЛЬСК, УЛ КОМСОМОЛЬСКАЯ, ДОМ 1, СТРОЕНИЕ 49, ПОМ,КОМ 1,114",7-495-1326716,info@navispharm.ru,
№ 2770261985221000073,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770261985221000073,"918 313,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""ТЕАТР ""ШКОЛА ДРАМАТИЧЕСКОГО ИСКУССТВА""","ГБУК Г. МОСКВЫ ""ШКОЛА ДРАМАТИЧЕСКОГО ИСКУССТВА""",7702619852,08.11.21,31.12.21,ЮДИН ДЕНИС АЛЕКСАНДРОВИЧИндивидуальный предприниматель,501300277810,"ОБЛ МОСКОВСКАЯ 50, Г ЖУКОВСКИЙ",,,
№ 2504017548621000004,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2504017548621000004,"4 200 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""РАМЕНСКАЯ ОБЛАСТНАЯ БОЛЬНИЦА""","ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""РАМЕНСКАЯ ОБЛАСТНАЯ БОЛЬНИЦА""",5040175486,08.11.21,31.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""Р-ФАРМ"" (АО ""Р-ФАРМ"")",7726311464,"123154, Г МОСКВА 77, УЛ БЕРЗАРИНА, ДОМ 19, КОРПУС 1",7-495-9567937,info@rpharm.ru,
№ 2773425135321000007,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773425135321000007,"1 737 895,61 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ ""НАДЕЖДА""","ГБУДО Г. МОСКВЫ ""ДШИ ""НАДЕЖДА""",7734251353,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МС-ВИАН"" (ООО ""МС-ВИАН"")",9718111779,"105122, Г МОСКВА 77, Ш ЩЁЛКОВСКОЕ, ДОМ 3, СТРОЕНИЕ  1, ЭТАЖ   3 ПОМ XV КОМ 12",+7 (964) 630-58-47,nina@mc-vian.ru,
№ 2772802510921000167,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772802510921000167,"9 477 611,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДКЦ № 1 ДЗМ""",7728025109,09.11.21,31.12.21,КОЛОСОВ СЕРГЕЙ СЕРГЕЕВИЧИндивидуальный предприниматель,772513943978,Г МОСКВА 77,+7 (963) 635-10-89,kontaktplus8@gmail.com,
№ 3502500008021000266,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502500008021000266,"899 416,40 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ЛОБНЕНСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ЛЦГБ""",5025000080,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРЕЙР"" (ООО ""ФРЕЙР"")",2309129405,"350007, КРАЙ КРАСНОДАРСКИЙ 23, Г КРАСНОДАР, УЛ ЮЖНАЯ, 26, 53",7-918-3911462,freir11@mail.ru,
№ 1772912206321000464,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772912206321000464,"1 460 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",7729122063,08.11.21,28.02.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДСИТИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДСИТИ"")",7724727273,"117574, Г МОСКВА 77, ПРОЕЗД ОДОЕВСКОГО, ДОМ 3, КОРПУС 7, ЭТ 1 ПОМ II ОФ 35",7-916-3483428,medcity@mail.ru,
№ 1771003036221000268,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771003036221000268,"6 305 000,00 ₽",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ- МОСКОВСКОЕ ОБЛАСТНОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,ГУ-МОСКОВСКОЕ ОБЛАСТНОЕ РО ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,7710030362,08.11.21,30.12.21,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МОСКОВСКОЕ ПРОТЕЗНО-ОРТОПЕДИЧЕСКОЕ ПРЕДПРИЯТИЕ"" МИНИСТЕРСТВА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ РОССИЙСКОЙ ФЕДЕРАЦИИ (ФГУП ""МОСКОВСКОЕ ПРОП"" МИНТРУДА РОССИИ)",7711027436,"125412, Г МОСКВА 77, Ш КОРОВИНСКОЕ, ДОМ 17А",74994880083,moscow@mprop.ru,
№ 2771017002421000021,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771017002421000021,"1 129 946,67 ₽",МОСКОВСКАЯ ОБЛАСТНАЯ ДУМА,МОД,7710170024,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИЦ-КОНСАЛТИНГ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИЦ-КОНСАЛТИНГ"")",6671296212,"620085, ОБЛ СВЕРДЛОВСКАЯ 66, Г ЕКАТЕРИНБУРГ, УЛ ТИТОВА, СООР 29, ОФИС 12",7-343-3517676,avkraev@gmail.com,
№ 1771404207021002220,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771404207021002220,"12 505 500,00 ₽","МОСКОВСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ОНКОЛОГИЧЕСКИЙ ИНСТИТУТ ИМЕНИ П.А. ГЕРЦЕНА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР РАДИОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","МНИОИ им. П.А. Герцена - филиал ФГБУ ""НМИЦ радиологии"" Минздрава России",7714042070,08.11.21,23.01.23,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",7-495-9819819,info@mosenergosbyt.ru,
№ 2770912942321000460,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000460,"9 973 598,88 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. И.В. ДАВЫДОВСКОГО ДЗМ""",7709129423,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛОГИКА"" (АО ""ЛОГИКА"")",7735000722,"124498, Г МОСКВА 77, Г ЗЕЛЕНОГРАД, ПРОЕЗД 4922-Й, ДОМ 2, СТРОЕНИЕ 5",+7 (499) 731-94-41,logika2009@mail.ru,
№ 1772912206321000463,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772912206321000463,"4 600 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""",7729122063,08.11.21,28.02.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМЕГА-ФАРМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМЕГА-ФАРМ"")",7725408858,"121096, Г МОСКВА 77, УЛ ВАСИЛИСЫ КОЖИНОЙ, ДОМ 1, ЭТ 3 ПОМ I КОМ 354",7-495-7978694,info@omegapharm.ru,
№ 1770603280021000155,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770603280021000155,"616 666,66 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ВСЕРОССИЙСКОЕ МУЗЕЙНОЕ ОБЪЕДИНЕНИЕ ""ГОСУДАРСТВЕННАЯ ТРЕТЬЯКОВСКАЯ ГАЛЕРЕЯ""","ГОСУДАРСТВЕННАЯ ТРЕТЬЯКОВСКАЯ ГАЛЕРЕЯ, ТРЕТЬЯКОВСКАЯ ГАЛЕРЕЯ",7706032800,08.11.21,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙПИ ВИДЕО СИСТЕМС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙПИ ВИДЕО СИСТЕМС"")",7714606600,"127015, Г МОСКВА 77, УЛ ВЯТСКАЯ, ДОМ 47, СТРОЕНИЕ 3, ЭТ/ПОМ/КОМ 3/I/5,6,7",7-495-2255711,sale@ipvs.ru,
№ 3501901335521000012,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501901335521000012,"2 757 614,94 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ДОМ КУЛЬТУРЫ ОЖЕРЕЛЬЕ""","МБУК ""ДОМ КУЛЬТУРЫ ОЖЕРЕЛЬЕ""",5019013355,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЬЮЛИНК ИНФРАСТРУКТУРА КАШИРА"" (ООО ""КОМПЬЮЛИНК ИНФРАСТРУКТУРА КАШИРА"")",5019028390,"142900, ОБЛ МОСКОВСКАЯ 50, Г КАШИРА, УЛ СОВЕТСКАЯ, ДОМ 28, ПОМЕЩЕНИЕ 39",7-495-737-88-66,or_kash@mail.ru,
№ 3502903736221000248,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502903736221000248,"2 627 851,52 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МЫТИЩИНСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""МГКБ""",5029037362,08.11.21,31.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМАЦИЯ"" (ООО ""ФАРМАЦИЯ"")",5032287394,"143002, ОБЛ. МОСКОВСКАЯ 50, Г. Одинцово, УЛ. ПОЛЕВАЯ, Д. 2, ПОМЕЩ. 9",7-499-5505081,"m.ustinov@farmaciya.com,123@farmaciya.com",
№ 1770377127121000061,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770377127121000061,"680 000,00 ₽",МИНИСТЕРСТВО СПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ,МИНСПОРТ РОССИИ,7703771271,08.11.21,31.03.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛИНГ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛИНГ"")",7839120220,"190103, Г САНКТ-ПЕТЕРБУРГ 78, УЛ ДРОВЯНАЯ, ДОМ 6, ЛИТЕР А, ПОМЕЩЕНИЕ 1-Н, ОФИС 49",7-812-4261938,soling-yacht@mail.ru,
